KEY_ID,Tên Biến Hóa,Gốc,Biến,Động Hào,Lời Khuyên
G64-B35,Vị Tế biến Tấn (Động 5),64,35,5,"Vào sàn giao dịch, gặp họa mà được phúc, chỉ là vì tạm thời bị mắc kẹt nhưng tình hình phát triển theo hướng ngược lại có lợi cho mình, cuối cùng lo lắng được xoá tan mà còn có lợi."
G64-B50,Vị Tế biến Đỉnh (Động 6),64,50,6,"Thị trường tấp nập, lòng người hăng hái, lôi cuốn mọi người chạy theo mua vào, giá cả tăng lên. Theo đà đó mà làm chẳng có gì là không lợi."
G40-B7,Giải biến Sư (Động 1),40,7,1,"Không nên mua vào, càng không nên tăng số lượng. Mua bán có trở ngại, thắng lợi không dễ, cẩn thận đề phòng bị mắc kẹt, so sánh thì sức bán mạnh hơn sức mua, giá cao nên bán ra."
G40-B47,Giải biến Khốn (Động 2),40,47,2,"Mọi người đều say, chỉ riêng mình tỉnh, cho dù mọi người làm gì, bản thân nhất định phải hành động theo kế hoạch của mình, hành động cẩn thận, nhất định thu lãi."
G40-B64,Giải biến Vị Tế (Động 3),40,64,3,"Khắp nơi đầy tiền, làm thế nào để giành phần thắng ? Điều trước hết là phải có trí tuệ, tiếp theo là nỗ lực, đầu tư khoa học, không được tham lam, không được ngông cuồng, v.v., chỉ có đầy đủ những đức tính đó mới có triển vọng là người thắng lợi trong thị trường chứng khóan."
G40-B54,Giải biến Quy Muội (Động 4),40,54,4,"Mua vào giá thấp, mua nhanh bán nhanh sẽ có lợi, không nên giữ hàng lại."
G40-B16,Giải biến Dự (Động 5),40,16,5,"Có lo lắng nhưng không nguy hiểm, yên tâm hành động, nên bán, không nên mua vào."
G40-B32,Giải biến Hằng (Động 6),40,32,6,"Biết đủ thì vui mừng, tham lam là điều cấm kỵ đầu tiên trong thị trường chứng khoán, bình tĩnh, ôn hòa, vào sàn đúng lúc đó là đại cát đại lợi."
G59-B6,Hoán biến Tụng (Động 1),59,6,1,"Thị trường phát sinh hiện tượng khác thường, vào sàn không lợi. Có khách hàng lớn nhập cuộc, giá cả dao động lớn, tạm thời ngừng giao dịch, chờ thời cơ."
G59-B4,Hoán biến Mông (Động 2),59,4,2,"Ban đầu giao dịch không thuận lợi, có trở ngại, xuất hiện thua lỗ. Nhưng không can gì, bình tĩnh hành động tình hình sẽ phát triển theo hướng có lợi, thua thiệt được bù đắp, cuối cùng còn có lãi. Không nên giữ hàng lại, nên kịp thời bán ra."
G59-B29,Hoán biến Khảm (Động 3),59,29,3,"Cho dù là chuyên gia thì cũng có lúc sai lầm, cho nên nói không nên tin vào cách nhìn của người khác, hoặc dựa vào các biểu đồ, nên cẩn thận nghiên cứu thị trường, bồi dưỡng khả năng độc lập, tin vào mình cuối cùng sẽ chẳng có gì nguy hiểm."
G59-B61,Hoán biến Trung Phu (Động 4),59,61,4,"Nghe theo ý kiến người khác, mù quáng chạy theo thị trường, không giữ tính độc lập của mình, giá cả dao động lớn, mua bán đều không thuận, cầu tài không được."
G59-B20,Hoán biến Quan (Động 5),59,20,5,"Cần điều chỉnh tâm thái, không được nôn nóng, dục tốc bất đạt, nhập cuộc vội vàng sẽ thất bại."
G59-B57,Hoán biến Tốn (Động 6),59,57,6,"Sự việc diễn ra ngược với mong muốn, giao dịch ban đầu tốt, về sau trắc trở, cầu tài không được. Tốt nhất không nhập cuộc."
G29-B47,Khảm biến Khốn (Động 1),29,47,1,"Tình hình có đột biến, giá cả không ổn định, mọi người lo lắng, xu thế không rõ ràng, không nên nhập cuộc."
G29-B7,Khảm biến Sư (Động 2),29,7,2,"Có biến đổi mới, hầu như đột biến, làm cho bạn không kịp quan sát, mua bán tranh nhau, mua vào không nên giữ lâu, nếu không sẽ bị mắc kẹt."
G29-B59,Khảm biến Hoán (Động 3),29,59,3,"Thị trường nhạt nhẽo, tinh thần uể oải, bên mua tham gia thị trường để làm thử, nhưng phản ứng không lớn, giá cả vẫn nằm ở mức thấp. Nhập cuộc dễ bị kẹt."
G29-B60,Khảm biến Tiết (Động 4),29,60,4,"Mua bán ngang sức nhau, giá cả lên xuống không ổn định, nhập cuộc rủi ro lớn, nên chờ thời cơ."
G29-B8,Khảm biến Tỉ (Động 5),29,8,5,"Thị trường dao động, giá cả trượt xuống, không nên mua bán."
G29-B48,Khảm biến Tỉnh (Động 6),29,48,6,"Chứng phiếu bị kẹt được giải thoát, mua mới vào sẽ có lãi, giá thấp có triển vọng lên cao, nhưng sức mua tăng không mạnh, dù vậy chẳng có gì không lợi."
G4-B64,Mông biến Vị Tế (Động 1),4,64,1,"Nhập cuộc như rơi vào nguy hiểm, chứng phiếu bị kẹt, không chịu đựng được, trong lòng lo lắng, nên tạm thời ngừng giao dịch, chờ đợi thời cơ."
G4-B59,Mông biến Hoán (Động 2),4,59,2,"Tham một đĩa bỏ một mâm, không muốn thừa nhận sai lầm, chỉ cầu mong tình hình biến đổi, làm như thế thì bạn luôn bị thua thiệt, cẩn thận đề phòng bán ra một cách gượng ép."
G4-B7,Mông biến Sư (Động 3),4,7,3,"Hành động thiếu suy nghĩ, nhập cuộc dễ bị kẹt, vất vả mà chẳng được gì."
G4-B41,Mông biến Tổn (Động 4),4,41,4,"Đang mua bán, đột nhiên truyền đến thông tin bất lợi cho bạn, trong lòng lo lắng nhưng cuối cùng lo mà không nguy hiểm."
G4-B15,Mông biến Khiêm (Liêm) (Động 5),4,15,5,"Mười phần thua đến chín, không nên nhập cuộc, cần nghỉ ngơi, điều chỉnh tâm lý, cầu tài không dễ."
G4-B18,Mông biến Cổ (Động 6),4,18,6,"Ban đầu khá tốt, mua bán nhanh kịp thời cân bằng, giữa chừng thị trường có biến cẩn thận đề phòng bị động."
G4-B23,Mông biến Bác (Động 2),4,23,2,"Thị trường đang trong giai đoạn mông lung, phương hướng không rõ ràng (Mông), lại gặp vận giá cả có xu hướng trượt xuống (Bác). Tuy hào động đắc trung (có thể cầm cự được) nhưng nhìn chung không thuận lợi. Tốt nhất là nên đứng ngoài quan sát, kiên nhẫn chờ đợi, không nên vội vàng nhập cuộc để tránh bị kẹt."
G7-B40,Sư biến Giải (Động 1),7,40,1,"Hai bên mua bán tranh giành kịch liệt, mọi người hăng hái, cuối cùng xu thế tình hình rõ ràng, nhập cuộc sẽ có lợi."
G7-B29,Sư biến Khảm (Động 2),7,29,2,"Thu lợi bất ngờ, nhưng không nên mua vào."
G7-B4,Sư biến Mông (Động 3),7,4,3,"Mười phần thua đến chín, không nên nhập cuộc, cần nghỉ ngơi, điều chỉnh tâm lý, cầu tài không dễ."
G7-B19,Sư biến Lâm (Động 4),7,19,4,"Thị trường hỗn loạn, có khách hàng lớn đang đứng ngoài quan sát, các khách hàng nhỏ nhập cuộc mù quáng, lúc này không nên nhập cuộc."
G7-B2,Sư biến Khôn (Động 5),7,2,5,"Giá cả trượt xuống kéo dài, lòng người lo lắng, mua bán bị kẹt, không nên nhập cuộc, chú ý quan sát thời điểm chuyển biến."
G7-B46,Sư biến Thăng (Động 6),7,46,6,"Nhập cuộc không dễ giao dịch, giá tăng không nhiều, chú ý đến kỹ xảo mua bán, không được tham lam luyến tiếc thị trường, mua bán nhanh là chính."
G33-B53,Độn biến Tiệm (Động 1),33,53,1,"Giá cả lên cao, nhưng sức tăng không lớn, giữa chừng bên bán áp đảo, kết quả bị kẹt trở lại, tinh thần sa sút."
G33-B56,Độn biến Lữ (Động 2),33,56,2,"Giao dịch là thành, nhưng vất vả, lo lắng, không được yên thân."
G33-B31,Độn biến Hàm (Động 3),33,31,3,"Tình hình hỗn loạn, dễ bị mê hoặc, nếu xúc động thì chuốc lấy thất bại, có khả năng sa vào tranh cãi, nhập cuộc cẩn thận."
G33-B13,Độn biến Đồng Nhân (Động 4),33,13,4,"Thua thiệt là không thể tránh khỏi, tự mình phải xem xét mà hành động."
G33-B44,Độn biến Cấu (Động 5),33,44,5,"Sức bán dần dần kéo sức mua xuống, thể hiện có sự suy yếu, lúc này nên cẩn thận đề phòng, bởi vì suy vận sắp đến, đồng thời nên chú ý: có thể bị thua thiệt ngoài ý muốn."
G33-B12,Độn biến Bĩ (Phủ) (Động 6),33,12,6,"Chạy theo mua vào dễ bị mắc kẹt, mảnh đất hoạt động chật hẹp, mua vào bán ra khó khăn, tạm thời quan sát chờ đợi."
G31-B39,Hàm biến Kiển (Động 1),31,39,1,"Bên mua mạnh, thị trường có biến, bên bán không hài hoà, gặp khó khăn, mua bán không lợi, đứng ngoài quan sát là chính."
G31-B62,Hàm biến Tiểu Quá (Động 2),31,62,2,"Toàn thị trường đi vào cực đoan, mua bán không thể ngược với xu thế, phải giữ bình tĩnh, hôm nay quan sát là chính, cầu tài không dễ."
G31-B33,Hàm biến Độn (Động 3),31,33,3,"Thấy thấp thì mua vào, chẳng có gì là không lợi, phải nắm bắt thời cơ, đây là tượng thu lợi lớn."
G31-B49,Hàm biến Cách (Động 4),31,49,4,"Khí vận biến hoá nhiều, hành động dễ bị kẹt, trong trường hợp giá biến đổi mạnh như thế thì không nên do dự, phải quyết đoán, đưa hết dũng khí và thông minh ra. Giá cả lên xuống, cuối chợ có triển vọng lên cao."
G31-B28,Hàm biến Đại Quá (Động 5),31,28,5,"Có những nhân tố khiến cho tình hình biến đổi lớn, giá cả từ thấp lên cao."
G31-B45,Hàm biến Tụy (Túy) (Động 6),31,45,6,"Phán đoán sai xu thế thị trường, chứng phiếu bị mắc kẹt, bên mua thử vào cuộc, về sau bên bán áp đảo, mua bán không thuận lợi, có tổn thất, cần cẩn thận."
G56-B52,Lữ biến Cấn (Động 1),56,52,1,"Thị trường là bán ra, mua vào sẽ nguy hiểm."
G56-B33,Lữ biến Độn (Động 2),56,33,2,"Thấy thấp thì mua vào, chẳng có gì là không lợi, phải nắm bắt thời cơ, đây là tượng thu lợi lớn."
G56-B62,Lữ biến Tiểu Quá (Động 3),56,62,3,"Toàn thị trường đi vào cực đoan, mua bán không thể ngược với xu thế, phải giữ bình tĩnh, hôm nay quan sát là chính, cầu tài không dễ."
G56-B30,Lữ biến Ly (Động 4),56,30,4,"Hai bên mua bán đối địch, thị trường có trắc trở, cần cẩn thận."
G56-B50,Lữ biến Đỉnh (Động 5),56,50,5,"Chứng phiếu bị kẹt, không chịu được nữa, nhưng đẩy ra lại chưa muốn, do đó thua thiệt ngày càng lớn, tốt nhất là quan sát tình hình biến đổi, tạm thời không nên nhập cuộc."
G56-B35,Lữ biến Tấn (Động 6),56,35,6,"Giá tăng gặp phải trở lực, bên bán thực lực khá mạnh, cuối cùng giá cả lại quay trở xuống."
G62-B23,Tiểu Quá biến Bác (Bóc) (Động 1),62,23,1,"Khó khăn chao đảo, là lúc thời vận suy vong, phải cẩn thận, thế thủ, đợi thời cơ đến, nếu nhập cuộc có dấu hiệu chuốc lấy thất bại, giá cả đi xuống."
G62-B31,Tiểu Quá biến Hàm (Động 2),62,31,2,"Tình hình hỗn loạn, dễ bị mê hoặc, nếu xúc động thì chuốc lấy thất bại, có khả năng sa vào tranh cãi, nhập cuộc cẩn thận."
G62-B56,Tiểu Quá biến Lữ (Động 3),62,56,3,"Tùy cơ mà nhập cuộc, sẽ thu lợi bất ngờ, lúc này nên điều chỉnh tâm thái, đầu óc tỉnh táo nhưng cũng không được coi thường người khác, nếu không sẽ chuốc lấy thất bại, đứng ngồi không yên."
G62-B55,Tiểu Quá biến Phong (Động 4),62,55,4,"Cho dù là ý kiến của ai cũng không đủ để bạn làm căn cứ, vừa phải tham khảo vừa phải độc lập tư duy, chỉ có như thế hành động mới có mục đích, không đến nỗi khi tình hình đột biến trở tay không kịp. Có thu lợi."
G62-B32,Tiểu Quá biến Hằng (Động 5),62,32,5,"Bề mặt có vẻ thuận lợi, chỉ vì không có kinh nghiệm mà mua bán không thành, không thu được lợi."
G62-B16,Tiểu Quá biến Dự (Động 6),62,16,6,"Chứng phiếu bị kẹt, đáng lẽ nên kịp thời bán ra, nếu không thừa nhận sai lầm, cứ thế đeo đuổi thì sẽ bị kẹt, lỗ to."
G53-B33,Tiệm biến Độn (Động 1),53,33,1,"Thấy thấp thì mua vào, chẳng có gì là không lợi, phải nắm bắt thời cơ, đây là tượng thu lợi lớn."
G53-B52,Tiệm biến Cấn (Động 2),53,52,2,"Thị trường là bán ra, mua vào sẽ nguy hiểm."
G53-B39,Tiệm biến Kiển (Động 3),53,39,3,"Bên mua mạnh, thị trường có biến, bên bán không hài hoà, gặp khó khăn, mua bán không lợi, đứng ngoài quan sát là chính."
G53-B37,Tiệm biến Gia Nhân (Động 4),53,37,4,"Bên mua mua thử, mọi người mệt mỏi, quan sát xu thế của thị trường thì bên mua yếu ớt, bên bán vẫn chờ thời cơ, nên giá cả tụt xuống."
G53-B57,Tiệm biến Tốn (Động 5),53,57,5,"Mọi người xung quanh bàn tán nhau mua bán, kết quả vì cách nhìn khác nhau, có người mua, có người bán, dẫn đến tranh chấp, bỏ lỡ thời cơ, chẳng ai được lợi."
G53-B20,Tiệm biến Quan (Động 6),53,20,6,"Giá thấp đang lên cao dần, về sau lại xuống thấp."
G39-B31,Kiển biến Hàm (Động 1),39,31,1,"Tình hình hỗn loạn, dễ bị mê hoặc, nếu xúc động thì chuốc lấy thất bại, có khả năng sa vào tranh cãi, nhập cuộc cẩn thận."
G39-B23,Kiển biến Bác (Bóc) (Động 2),39,23,2,"Khó khăn chao đảo, là lúc thời vận suy vong, phải cẩn thận, thế thủ, đợi thời cơ đến, nếu nhập cuộc có dấu hiệu chuốc lấy thất bại, giá cả đi xuống."
G39-B53,Kiển biến Tiệm (Động 3),39,53,3,"Không thể hành động mù quáng, nếu không có khả năng sẽ bị mắc kẹt, do đó cần chờ đợi tình hình chuyển biến, quan sát là chính, mua bán phải cẩn thận."
G39-B63,Kiển biến Ký Tế (Động 4),39,63,4,"Vì không nắm vững xu thế thị trường, thiếu lòng tin nên trong lòng lo lắng, tuy thế không bị lỗ nhiều."
G39-B48,Kiển biến Tỉnh (Động 5),39,48,5,"Không thể nóng vội, tiến lên từng bước, dung lượng thị trường cực lớn, nhưng không có gì rủi ro, cuối cùng có thể thắng lợi."
G39-B8,Kiển biến Tỉ (Động 6),39,8,6,"Thông tin đưa đến, nên cẩn thận phân tích giả hay thật, thực sự nắm chắc sức mua sức bán, không thể mù quáng mua vào, vì sức bán của thị trường rất mạnh, mua vào sẽ bị mắc kẹt."
G52-B56,Cấn biến Lữ (Động 1),52,56,1,"Tùy cơ mà nhập cuộc, sẽ thu lợi bất ngờ, lúc này nên điều chỉnh tâm thái, đầu óc tỉnh táo nhưng cũng không được coi thường người khác, nếu không sẽ chuốc lấy thất bại, đứng ngồi không yên."
G52-B53,Cấn biến Tiệm (Động 2),52,53,2,"Không thể hành động mù quáng, nếu không có khả năng sẽ bị mắc kẹt, do đó cần chờ đợi tình hình chuyển biến, quan sát là chính, mua bán phải cẩn thận."
G52-B23,Cấn biến Bác (Bóc) (Động 3),52,23,3,"Khó khăn chao đảo, là lúc thời vận suy vong, phải cẩn thận, thế thủ, đợi thời cơ đến, nếu nhập cuộc có dấu hiệu chuốc lấy thất bại, giá cả đi xuống."
G52-B22,Cấn biến Bí (Bôn) (Động 4),52,22,4,"Hành động sẽ bị kẹt, tâm lý lo lắng, may mà tình hình chuyển biến có lợi, từ thua lỗ chuyển thành bằng vốn."
G52-B18,Cấn biến Cổ (Động 5),52,18,5,"Ban đầu khá tốt, mua bán nhanh kịp thời cân bằng, giữa chừng thị trường có biến cẩn thận đề phòng bị động."
G52-B15,Cấn biến Khiêm (Liêm) (Động 6),52,15,6,"Có dấu hiệu sẽ bị tổn thất, âm khí (tức bên bán) quá mạnh, mua vào không lợi, chú ý điều chỉnh phương thức mua bán."
G23-B62,Bác biến Tiểu Quá (Động 1),23,62,1,"Toàn thị trường đi vào cực đoan, mua bán không thể ngược với xu thế, phải giữ bình tĩnh, hôm nay quan sát là chính, cầu tài không dễ."
G23-B39,Bác biến Kiển (Động 2),23,39,2,"Bên mua mạnh, thị trường có biến, bên bán không hài hoà, gặp khó khăn, mua bán không lợi, đứng ngoài quan sát là chính."
G23-B52,Bác biến Cấn (Động 3),23,52,3,"Thị trường vận hành ngưng trễ, hai bên mua bán đối địch, cầu tài gian khổ."
G23-B36,Bác biến Minh Di (Động 4),23,36,4,"Có khách hàng lớn vào sàn ở thời điểm giá cả thích hợp, giá hạ xuống bị ngừng lại, chú ý nắm chắc tình hình."
G23-B35,Bác biến Tấn (Động 4),23,35,4,"Vận thế bắt đầu chuyển biến tích cực, như mặt trời mọc trên mặt đất (Tấn). Giá cả sau thời gian giảm sút (Bác) nay có dấu hiệu phục hồi và tăng lên. Đây là thời cơ tốt để nhập cuộc, thuận theo xu thế mua vào sẽ thu được lợi nhuận."
G23-B46,Bác biến Thăng (Động 5),23,46,5,"Nhập cuộc không dễ giao dịch, giá tăng không nhiều, chú ý đến kỹ xảo mua bán, không được tham lam luyến tiếc thị trường, mua bán nhanh là chính."
G23-B2,Bác biến Khôn (Động 6),23,2,6,"Giá cả trượt xuống kéo dài, lòng người lo lắng, mua bán bị kẹt, không nên nhập cuộc, chú ý quan sát thời điểm chuyển biến."
G23-B4,Bác biến Mông (Động 2),23,4,2,"Mười phần thua đến chín , không nên nhập cuộc, cần nghỉ ngơi, điều chỉnh tâm lý, cầu tài không dễ"
G12-B20,Bĩ biến Quan (Động 1),12,20,1,"Giá thấp đang lên cao dần, về sau lại xuống thấp."
G12-B35,Bĩ biến Tấn (Động 2),12,35,2,"Giá tăng gặp phải trở lực, bên bán thực lực khá mạnh, cuối cùng giá cả lại quay trở xuống."
G12-B45,Bĩ biến Tụy (Túy) (Động 3),12,45,3,"Phán đoán sai xu thế thị trường, chứng phiếu bị mắc kẹt, bên mua thử vào cuộc, về sau bên bán áp đảo, mua bán không thuận lợi, có tổn thất, cần cẩn thận."
G12-B25,Bĩ biến Vô Vọng (Động 4),12,25,4,"Cầu tài không dễ, vất vả mà chẳng được gì, nhưng không có nguy hiểm lớn, theo người khác nhập cuộc, không có rủi ro, về cuối áp lực bên bán giảm xuống."
G12-B6,Bĩ biến Tụng (Động 5),12,6,5,"Cách nhìn khác nhau, giá cả lên xuống không ổn định, nhập cuộc phải cẩn thận."
G12-B33,Bĩ biến Độn (Động 6),12,33,6,"Thấy thấp thì mua vào, chẳng có gì là không lợi, phải nắm bắt thời cơ, đây là tượng thu lợi lớn."
G45-B8,Tụy biến Tỉ (Động 1),45,8,1,"Thông tin đưa đến, nên cẩn thận phân tích giả hay thật, thực sự nắm chắc sức mua sức bán, không thể mù quáng mua vào, vì sức bán của thị trường rất mạnh, mua vào sẽ bị mắc kẹt."
G45-B16,Tụy biến Dự (Động 2),45,16,2,"Chứng phiếu bị kẹt, đáng lẽ nên kịp thời bán ra, nếu không thừa nhận sai lầm, cứ thế đeo đuổi thì sẽ bị kẹt, lỗ to."
G45-B12,Tụy biến Bĩ (Phủ) (Động 3),45,12,3,"Chạy theo mua vào dễ bị mắc kẹt, mảnh đất hoạt động chật hẹp, mua vào bán ra khó khăn, tạm thời quan sát chờ đợi."
G45-B17,Tụy biến Tùy (Động 4),45,17,4,"Trên thị trường chứng khoán chỉ có người thắng người thua, không có chuyên gia, vì vậy khi mua bán không được kiêu ngạo, nên khiêm tốn thành thật, lấy bất biến ứng vạn biến."
G45-B47,Tụy biến Khốn (Động 5),45,47,5,"Nên kiên trì, nhẫn nại, bảo đảm nguyên tắc giao dịch, trở ngại nhiều, không như ý muốn, cần chờ đợi thời cơ chuyển biến, giá cả khá thấp, từ đây giá cả có triển vọng xuống thấp nữa."
G45-B31,Tụy biến Hàm (Động 6),45,31,6,"Tình hình hỗn loạn, dễ bị mê hoặc, nếu xúc động thì chuốc lấy thất bại, có khả năng sa vào tranh cãi, nhập cuộc cẩn thận."
G35-B15,Tấn biến Khiêm (Liêm) (Động 1),35,15,1,"Có dấu hiệu sẽ bị tổn thất, âm khí (tức bên bán) quá mạnh, mua vào không lợi, chú ý điều chỉnh phương thức mua bán."
G35-B12,Tấn biến Bĩ (Phủ) (Động 2),35,12,2,"Chạy theo mua vào dễ bị mắc kẹt, mảnh đất hoạt động chật hẹp, mua vào bán ra khó khăn, tạm thời quan sát chờ đợi."
G35-B16,Tấn biến Dự (Động 3),35,16,3,"Chứng phiếu bị kẹt, đáng lẽ nên kịp thời bán ra, nếu không thừa nhận sai lầm, cứ thế đeo đuổi thì sẽ bị kẹt, lỗ to."
G35-B21,Tấn biến Phệ Hạp (Động 4),35,21,4,"Mua bán không có lãi, có thể nghỉ ngơi, tạm thời quan sát, chờ thời."
G35-B64,Tấn biến Vị Tế (Động 5),35,64,5,"Ban đầu khó tránh được trở ngại và vất vả, nhưng cuối cùng gặp được thời vận tốt, một mặt tuy bị kéo dài thời gian nhưng kiên nhẫn tiến hành thì vẫn thành công, thị trường về cuối có dấu hiệu giá tăng lên."
G35-B56,Tấn biến Lữ (Động 6),35,56,6,"Tùy cơ mà nhập cuộc, sẽ thu lợi bất ngờ, lúc này nên điều chỉnh tâm thái, đầu óc tỉnh táo nhưng cũng không được coi thường người khác, nếu không sẽ chuốc lấy thất bại, đứng ngồi không yên."
G16-B2,Dự biến Khôn (Động 1),16,2,1,"Giá cả trượt xuống kéo dài, lòng người lo lắng, mua bán bị kẹt, không nên nhập cuộc, chú ý quan sát thời điểm chuyển biến."
G16-B45,Dự biến Tụy (Túy) (Động 2),16,45,2,"Phán đoán sai xu thế thị trường, chứng phiếu bị mắc kẹt, bên mua thử vào cuộc, về sau bên bán áp đảo, mua bán không thuận lợi, có tổn thất, cần cẩn thận."
G16-B35,Dự biến Tấn (Động 3),16,35,3,"Giá tăng gặp phải trở lực, bên bán thực lực khá mạnh, cuối cùng giá cả lại quay trở xuống."
G16-B51,Dự biến Chấn (Động 4),16,51,4,"Khắp nơi đầy tiền, then chốt là phải nắm vững thị trường, giá cả lên xuống không ổn định, không nên nhập cuộc, cầu tài không có triển vọng."
G16-B40,Dự biến Giải (Động 5),16,40,5,"Hai bên mua bán tranh giành kịch liệt, mọi người hăng hái, cuối cùng xu thế tình hình rõ ràng, nhập cuộc sẽ có lợi."
G16-B62,Dự biến Tiểu Quá (Động 6),16,62,6,"Toàn thị trường đi vào cực đoan, mua bán không thể ngược với xu thế, phải giữ bình tĩnh, hôm nay quan sát là chính, cầu tài không dễ."
G20-B12,Quan biến Bĩ (Phủ) (Động 1),20,12,1,"Chạy theo mua vào dễ bị mắc kẹt, mảnh đất hoạt động chật hẹp, mua vào bán ra khó khăn, tạm thời quan sát chờ đợi."
G20-B15,Quan biến Khiêm (Liêm) (Động 2),20,15,2,"Có dấu hiệu sẽ bị tổn thất, âm khí (tức bên bán) quá mạnh, mua vào không lợi, chú ý điều chỉnh phương thức mua bán."
G20-B8,Quan biến Tỉ (Động 3),20,8,3,"Thông tin đưa đến, nên cẩn thận phân tích giả hay thật, thực sự nắm chắc sức mua sức bán, không thể mù quáng mua vào, vì sức bán của thị trường rất mạnh, mua vào sẽ bị mắc kẹt."
G20-B42,Quan biến Ích (Động 4),20,42,4,"Chú ý nắm vững thời cơ nhập cuộc, giá cả không tốt ảnh hưởng đến tâm lý mua bán, nhưng cuối cùng không bị lỗ."
G20-B59,Quan biến Hoán (Động 5),20,59,5,"Vì mua bán sai lầm dẫn đến tranh chấp, bận rộn suốt ngày mà chẳng được gì, cuối cùng đành chịu thiệt bán ra, trong lòng buồn bã."
G20-B53,Quan biến Tiệm (Động 6),20,53,6,"Không thể hành động mù quáng, nếu không có khả năng sẽ bị mắc kẹt, do đó cần chờ đợi tình hình chuyển biến, quan sát là chính, mua bán phải cẩn thận."
G8-B45,Tỉ biến Tụy (Túy) (Động 1),8,45,1,"Phán đoán sai xu thế thị trường, chứng phiếu bị mắc kẹt, bên mua thử vào cuộc, về sau bên bán áp đảo, mua bán không thuận lợi, có tổn thất, cần cẩn thận."
G8-B2,Tỉ biến Khôn (Động 2),8,2,2,"Giá cả trượt xuống kéo dài, lòng người lo lắng, mua bán bị kẹt, không nên nhập cuộc, chú ý quan sát thời điểm chuyển biến."
G8-B20,Tỉ biến Quan (Động 3),8,20,3,"Giá thấp đang lên cao dần, về sau lại xuống thấp."
G8-B3,Tỉ biến Truân (Động 4),8,3,4,"Nhiều người mua vào, mua nhanh bán nhanh có thể có lãi, nhưng áp lực bên bán khá lớn, cả thị trường đều như thế."
G8-B29,Tỉ biến Khảm (Động 5),8,29,5,"Thu lợi bất ngờ, nhưng không nên mua vào."
G8-B39,Tỉ biến Kiển (Động 6),8,39,6,"Bên mua mạnh, thị trường có biến, bên bán không hài hoà, gặp khó khăn, mua bán không lợi, đứng ngoài quan sát là chính."
G15-B35,Khiêm biến Tấn (Động 1),15,35,1,"Giá tăng gặp phải trở lực, bên bán thực lực khá mạnh, cuối cùng giá cả lại quay trở xuống."
G15-B20,Khiêm biến Quan (Động 2),15,20,2,"Giá thấp đang lên cao dần, về sau lại xuống thấp."
G15-B2,Khiêm biến Khôn (Động 3),15,2,3,"Giá cả trượt xuống kéo dài, lòng người lo lắng, mua bán bị kẹt, không nên nhập cuộc, chú ý quan sát thời điểm chuyển biến."
G15-B27,Khiêm biến Di (Động 4),15,27,4,"Sau khi nhập cuộc, chứng phiếu bị kẹt, cần chờ tình hình chuyển biến có lợi, trong ngày hôm đó không có triển vọng gì."
G15-B4,Khiêm biến Mông (Động 5),15,4,5,"Mười phần thua đến chín, không nên nhập cuộc, cần nghỉ ngơi, điều chỉnh tâm lý, cầu tài không dễ."
G15-B52,Khiêm biến Cấn (Động 6),15,52,6,"Thị trường vận hành ngưng trễ, hai bên mua bán đối địch, cầu tài gian khổ."
G2-B16,Khôn biến Dự (Động 1),2,16,1,"Chứng phiếu bị kẹt, đáng lẽ nên kịp thời bán ra, nếu không thừa nhận sai lầm, cứ thế đeo đuổi thì sẽ bị kẹt, lỗ to."
G2-B8,Khôn biến Tỉ (Động 2),2,8,2,"Thông tin đưa đến, nên cẩn thận phân tích giả hay thật, thực sự nắm chắc sức mua sức bán, không thể mù quáng mua vào, vì sức bán của thị trường rất mạnh, mua vào sẽ bị mắc kẹt."
G2-B15,Khôn biến Khiêm (Liêm) (Động 3),2,15,3,"Có dấu hiệu sẽ bị tổn thất, âm khí (tức bên bán) quá mạnh, mua vào không lợi, chú ý điều chỉnh phương thức mua bán."
G2-B24,Khôn biến Phục (Động 4),2,24,4,"Mua bán ung dung, về cuối chú ý bán ra, phải chú ý quan sát dấu hiệu thị trường chuyển biến."
G2-B7,Khôn biến Sư (Động 5),2,7,5,"Thời cơ nhập cuộc không tốt, làm ăn vất vả, áp lực bên bán khá lớn, bên mua yếu ớt, giá cả trượt xuống."
G2-B23,Khôn biến Bác (Bóc) (Động 6),2,23,6,"Khó khăn chao đảo, là lúc thời vận suy vong, phải cẩn thận, thế thủ, đợi thời cơ đến, nếu nhập cuộc có dấu hiệu chuốc lấy thất bại, giá cả đi xuống."
